sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
忠明,臺中市,69,細懸浮微粒,普通,1.7,0.29,69,32,30,13,6,7.5,1.5,1,227,"2024-12-01 13:00",,0.4,22.8,38,1,120.641092,24.151958,31
大里,臺中市,77,細懸浮微粒,普通,2.1,0.32,70,34,32,14,6,7.3,1.4,1.4,250,"2024-12-01 13:00",,0.4,26.1,41,2,120.67844444,24.09961111,30
沙鹿,臺中市,79,細懸浮微粒,普通,2,0.3,27,13,41,22,6,6.6,0.7,2.6,327,"2024-12-01 13:00",,0.4,27,49,2,120.568794,24.225628,29
豐原,臺中市,53,細懸浮微粒,普通,2.7,0.34,68,40,33,17,,,,2,264,"2024-12-01 13:00",,0.3,16.2,27,2,120.74252414,24.25699731,28
三義,苗栗縣,54,細懸浮微粒,普通,1.7,0.24,62,43,29,14,4,5.6,1.4,1.6,240,"2024-12-01 13:00",,0.2,16.7,29,1,120.75956754,24.38248443,27
苗栗,苗栗縣,51,細懸浮微粒,普通,1.9,0.23,63,37,24,12,4,5.6,1.6,2.3,351,"2024-12-01 13:00",,0.2,15.5,26,1,120.82011468,24.56499183,26
頭份,苗栗縣,51,細懸浮微粒,普通,2.3,0.23,64,36,30,13,4,5,1.5,2.4,317,"2024-12-01 13:00",,0.2,15.7,27,2,120.89869286,24.69690679,25
新竹,新竹市,51,細懸浮微粒,普通,1.8,0.29,62,29,31,13,8,9.8,1.3,1.8,282,"2024-12-01 13:00",,0.3,15.7,30,1,120.97236752,24.8056356,24
竹東,新竹縣,55,細懸浮微粒,普通,1.1,0.24,58,33,25,15,4,5.2,0.9,1.1,335,"2024-12-01 13:00",,0.3,17,26,1,121.08895493,24.74091408,23
湖口,新竹縣,46,,良好,2,0.23,63,43,30,17,4,4.7,0.7,1.5,300,"2024-12-01 13:00",,0.2,14.2,28,2,121.03886894,24.90009696,22
龍潭,桃園市,58,細懸浮微粒,普通,1,0.28,55,36,26,18,5,6.6,1.1,1.5,338,"2024-12-01 13:00",,0.3,18.4,29,1,121.21645772,24.86400048,21
平鎮,桃園市,52,細懸浮微粒,普通,1.7,0.31,64,38,29,17,7,7.7,0.6,0.7,44,"2024-12-01 13:00",,0.3,16,28,1,121.203986,24.952786,20
觀音,桃園市,55,細懸浮微粒,普通,1.3,0.24,63,40,31,18,6,6.5,0.7,2.8,334,"2024-12-01 13:00",,0.2,17.2,32,1,121.08283092,25.03556747,19
大園,桃園市,54,細懸浮微粒,普通,2.2,0.35,69,36,41,20,12,14.4,2,2.9,351,"2024-12-01 13:00",,0.3,16.9,32,1,121.20251473,25.06100357,18
桃園,桃園市,60,細懸浮微粒,普通,1.2,0.25,61,27,19,9,6,7.1,0.9,1.2,323,"2024-12-01 13:00",,0.4,19,31,1,121.30500531,24.9947107,17
大同,臺北市,58,細懸浮微粒,普通,1.4,1.01,28,11,30,16,30,54.5,24.2,-,-,"2024-12-01 13:00",,1.1,18.4,29,1,121.51342074,25.06331455,16
松山,臺北市,46,,良好,0.7,0.22,47,21,22,11,7,8.7,1.4,1.7,13,"2024-12-01 13:00",,0.3,14.3,25,1,121.578611,25.05,15
古亭,臺北市,35,,良好,2.1,0.29,51,27,21,11,10,11.6,2,0.7,9,"2024-12-01 13:00",,0.3,10.7,19,1,121.529556,25.020608,14
萬華,臺北市,42,,良好,1.5,0.37,44,25,26,13,17,20.9,4.1,0.4,50,"2024-12-01 13:00",,0.3,12.8,22,1,121.507972,25.046503,13
中山,臺北市,39,,良好,1,0.32,46,28,25,7,12,15.2,3.5,1.1,48,"2024-12-01 13:00",,0.3,12,22,0,121.526528,25.062361,12
士林,臺北市,35,,良好,0.9,0.2,50,30,11,9,5,6.5,1.1,1.2,152,"2024-12-01 13:00",,0.3,10.9,22,1,121.51666356,25.10334003,11
淡水,新北市,51,細懸浮微粒,普通,2.2,0.32,66,30,29,13,8,10.2,1.9,1,310,"2024-12-01 13:00",,0.4,15.5,33,1,121.449239,25.1645,10
林口,新北市,39,,良好,1.2,0.28,56,41,21,9,7,8.7,1.7,1.4,119,"2024-12-01 13:00",,0.3,11.9,23,1,121.36548982,25.07798949,9
菜寮,新北市,57,細懸浮微粒,普通,0.7,0.31,52,24,26,12,12,13.7,2,1.8,32,"2024-12-01 13:00",,0.6,17.9,28,0,121.481028,25.06895,8
新莊,新北市,60,細懸浮微粒,普通,1.7,0.34,60,27,35,17,10,12.2,1.7,2.2,29,"2024-12-01 13:00",,0.4,19,36,1,121.4325,25.037972,7
板橋,新北市,58,細懸浮微粒,普通,1.2,0.39,62,28,26,12,11,13.7,2.2,1.1,356,"2024-12-01 13:00",,0.5,18.2,28,0,121.458667,25.012972,6
土城,新北市,54,細懸浮微粒,普通,1.7,0.38,64,27,25,12,11,11.9,1.1,1.3,146,"2024-12-01 13:00",,0.4,16.9,27,1,121.451861,24.982528,5
新店,新北市,47,,良好,0.9,0.31,51,27,27,14,12,14.5,2.6,1.7,327,"2024-12-01 13:00",,0.3,14.5,23,0,121.537778,24.977222,4
萬里,新北市,39,,良好,1.4,0.23,68,43,33,11,5,6.7,1.3,1.8,18,"2024-12-01 13:00",,0.2,12.1,29,0,121.689881,25.179667,3
汐止,新北市,44,,良好,1.1,0.27,50,20,23,10,8,9.7,2,1.6,36,"2024-12-01 13:00",,0.4,13.4,25,1,121.64081,25.06624,2
基隆,基隆市,24,,良好,1.8,0.2,49,27,19,6,4,6.4,1.9,1.5,289,"2024-12-01 13:00",,0.3,7.1,18,1,121.760056,25.129167,1
屏東(枋山),屏東縣,42,,良好,1.1,0.24,69,46,44,18,4,4.3,0.5,2.4,290,"2024-12-01 12:00",,0.1,10.5,28,0,120.651472,22.260899,313
花蓮（美崙）,花蓮縣,26,,良好,0.9,0.23,46,28,16,6,4,7.1,3.2,5.4,121,"2024-12-01 12:00",,0.2,6.3,12,0,121.61575076,23.97709367,312
新北(樹林),新北市,62,細懸浮微粒,普通,1,0.33,42,15,34,13,14,15.7,1.5,0.4,235,"2024-12-01 12:00",,0.4,20,31,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,71,細懸浮微粒,普通,4.4,0.45,73,46,49,25,10,11.2,0.9,2.2,332,"2024-12-01 12:00",,0.3,23.5,44,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,84,細懸浮微粒,普通,2,0.21,56,32,39,14,5,6.4,1,1.7,356,"2024-12-01 12:00",,0.3,28.7,54,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,79,細懸浮微粒,普通,2.4,0.28,63,35,41,21,11,11.7,1,1.5,271,"2024-12-01 12:00",,0.2,26.7,44,2,120.24535,22.87985556,202
彰化（員林）,彰化縣,75,細懸浮微粒,普通,2.3,0.37,66,31,40,19,6,8.1,1.7,0.6,312,"2024-12-01 12:00",,0.4,25.3,44,2,120.56373,23.96117,201
大城,彰化縣,118,細懸浮微粒,對敏感族群不健康,2.4,0.26,68,32,37,23,5,7.1,2.1,3.3,29,"2024-12-01 12:00",,0.3,41.9,65,1,120.26964167,23.85493056,85
富貴角,新北市,44,,良好,1.3,0.21,57,47,31,11,5,6.5,1,2.3,60,"2024-12-01 12:00",,0.1,11.5,30,0,121.53656894,25.29681695,84
麥寮,雲林縣,102,細懸浮微粒,對敏感族群不健康,2.4,0.21,63,32,31,14,4,4.8,0.8,1.5,23,"2024-12-01 12:00",,0.3,36,52,2,120.251825,23.753506,83
關山,臺東縣,19,,良好,0.7,0.14,39,18,12,1,2,3.3,1.2,1.4,141,"2024-12-01 12:00",,0.1,6,16,0,121.161933,23.045083,80
馬公,澎湖縣,47,,良好,1.4,0.18,58,52,23,11,2,3.2,0.9,2.5,11,"2024-12-01 12:00",,0.1,9,20,1,119.566158,23.569031,78
金門,金門縣,67,細懸浮微粒,普通,1.3,0.23,49,37,48,20,14,16.9,2.7,2.5,301,"2024-12-01 12:00",,0.2,21.8,44,1,118.312256,24.432133,77
馬祖,連江縣,59,細懸浮微粒,普通,3.1,0.65,46,40,35,23,10,12.1,2.4,2.5,337,"2024-12-01 12:00",,0.6,18.6,35,1,119.952724,26.153736,75
埔里,南投縣,73,細懸浮微粒,普通,1.1,0.22,48,22,14,12,2,3.6,1.1,1.5,329,"2024-12-01 12:00",,0.3,24.3,29,1,120.967903,23.968842,72
復興,高雄市,71,細懸浮微粒,普通,1.6,0.33,65,42,31,20,10,12.4,1.8,1.2,254,"2024-12-01 12:00",,0.4,23.5,40,1,120.312017,22.608711,71
永和,新北市,43,,良好,1.7,0.75,43,22,29,13,19,26.6,7.6,0.9,41,"2024-12-01 12:00",,0.5,13.3,23,1,121.516306,25.017,70
竹山,南投縣,68,細懸浮微粒,普通,1.2,0.19,55,26,21,18,3,4.2,0.8,1.7,225,"2024-12-01 12:00",,0.2,22.3,29,1,120.677306,23.756389,69
中壢,桃園市,70,細懸浮微粒,普通,3,0.79,36,20,30,22,26,40.7,14.5,0.5,52,"2024-12-01 12:00",,0.8,23.4,37,2,121.221667,24.953278,68
三重,新北市,54,細懸浮微粒,普通,1.3,0.68,33,14,36,12,30,50.8,21.1,-,-,"2024-12-01 12:00",,0.8,16.6,28,1,121.493806,25.072611,67
冬山,宜蘭縣,27,,良好,1.4,0.25,45,24,24,6,6,7.6,1.9,2.2,64,"2024-12-01 12:00",,0.2,8.4,22,0,121.792928,24.632203,66
宜蘭,宜蘭縣,31,,良好,2.2,0.23,50,33,15,6,3,4.3,1.1,1.6,135,"2024-12-01 12:00",,0.2,7.3,13,1,121.746394,24.747917,65
陽明,臺北市,48,,良好,1.9,0.24,50,53,21,7,4,5.2,1.2,1.1,160,"2024-12-01 12:00",,0.2,9.5,23,1,121.529583,25.182722,64
花蓮,花蓮縣,24,,良好,1.6,0.16,47,27,19,5,2,2.5,1,1.6,124,"2024-12-01 12:00",,0.1,5.3,17,1,121.599769,23.971306,63
臺東,臺東縣,26,,良好,1,0.16,45,28,20,4,3,4.3,1.3,2.3,34,"2024-12-01 12:00",,0.1,5.4,16,1,121.15045,22.755358,62
恆春,屏東縣,41,,良好,0.8,0.13,47,45,13,5,1,2.1,0.7,5.9,27,"2024-12-01 12:00",,0.1,5.3,13,0,120.788928,21.958069,61
潮州,屏東縣,67,細懸浮微粒,普通,1.6,0.21,62,32,28,12,3,3.6,0.7,1.7,285,"2024-12-01 12:00",,0.2,22,35,1,120.561175,22.523108,60
屏東,屏東縣,55,細懸浮微粒,普通,1.6,0.2,57,33,24,12,5,6,0.6,1.8,334,"2024-12-01 12:00",,0.2,17.2,35,1,120.488033,22.673081,59
小港,高雄市,68,細懸浮微粒,普通,1.7,0.28,72,41,27,18,10,11.4,1,1.5,30,"2024-12-01 12:00",,0.3,22.4,34,2,120.337736,22.565833,58
前鎮,高雄市,71,細懸浮微粒,普通,1.3,0.31,65,43,40,21,11,12.6,1.7,1.6,343,"2024-12-01 12:00",,0.3,23.8,41,1,120.30833356,22.6044507,57
前金,高雄市,65,細懸浮微粒,普通,1.3,0.28,63,46,41,17,10,11.1,1.6,2.8,320,"2024-12-01 12:00",,0.3,21,47,1,120.28676111,22.63390278,56
左營,高雄市,69,細懸浮微粒,普通,1.7,0.26,65,43,41,21,7,9.1,1.6,2.5,281,"2024-12-01 12:00",,0.3,22.8,43,1,120.292917,22.674861,54
楠梓,高雄市,65,細懸浮微粒,普通,1.8,0.23,60,39,36,13,7,7.7,0.8,1,35,"2024-12-01 12:00",,0.2,21.1,41,1,120.328289,22.733667,53
林園,高雄市,65,細懸浮微粒,普通,2.7,0.28,70,37,32,17,8,9,0.8,1.9,206,"2024-12-01 12:00",,0.2,21,36,2,120.41175,22.4795,52
大寮,高雄市,56,細懸浮微粒,普通,2,0.21,60,33,21,14,5,6.5,1.2,1.4,335,"2024-12-01 12:00",,0.2,17.7,24,6,120.425311,22.56413611,51
鳳山,高雄市,66,細懸浮微粒,普通,1.3,0.43,59,37,28,15,13,15,2.4,0.9,97,"2024-12-01 12:00",,0.4,21.5,35,1,120.357422,22.628126,50
仁武,高雄市,69,細懸浮微粒,普通,1.4,0.24,61,40,26,15,9,10.2,1.5,2.1,305,"2024-12-01 12:00",,0.3,22.7,33,1,120.332631,22.689056,49
橋頭,高雄市,84,細懸浮微粒,普通,2.5,0.28,61,33,,54,10,10.7,0.8,1.7,319,"2024-12-01 12:00",,0.2,29.1,38,1,120.305689,22.757506,48
美濃,高雄市,57,細懸浮微粒,普通,1,0.2,55,30,20,10,4,4.9,1.3,1.4,203,"2024-12-01 12:00",,0.2,17.8,30,1,120.530542,22.883583,47
臺南,臺南市,76,細懸浮微粒,普通,2.3,0.27,68,38,42,22,9,9.4,0.6,1.3,306,"2024-12-01 12:00",,0.3,25.8,48,1,120.21947897,22.98928311,46
安南,臺南市,80,細懸浮微粒,普通,2.4,0.23,63,35,29,16,6,6.2,0.2,1.4,266,"2024-12-01 12:00",,0.3,27.2,48,1,120.2175,23.048197,45
善化,臺南市,67,細懸浮微粒,普通,2.1,0.2,61,29,30,16,5,5.6,0.9,0.8,155,"2024-12-01 12:00",,0.2,21.8,39,1,120.29740529,23.11337642,44
新營,臺南市,81,細懸浮微粒,普通,2.2,0.24,60,38,32,18,6,7.6,1.2,1.1,358,"2024-12-01 12:00",,0.3,27.7,46,2,120.31725,23.305633,43
嘉義,嘉義市,73,細懸浮微粒,普通,2.3,0.27,65,34,32,20,5,6,0.9,1.9,19,"2024-12-01 12:00",,0.3,24.5,37,2,120.44125148,23.46477865,42
臺西,雲林縣,99,細懸浮微粒,普通,2.1,0.22,62,29,37,20,6,7,0.4,2.1,354,"2024-12-01 12:00",,0.3,35.1,58,1,120.19933333,23.702175,41
朴子,嘉義縣,78,細懸浮微粒,普通,3.3,0.28,63,28,38,13,4,4.8,0.8,1.2,329,"2024-12-01 12:00",,0.4,26.6,51,2,120.2478,23.46538,40
新港,嘉義縣,86,細懸浮微粒,普通,2.3,0.24,65,29,42,18,5,5.5,0.4,1.5,279,"2024-12-01 12:00",,0.3,29.9,52,2,120.345531,23.554839,39
崙背,雲林縣,112,細懸浮微粒,對敏感族群不健康,3,0.29,63,30,47,30,5,4.6,0,1.3,264,"2024-12-01 12:00",,0.3,39.7,60,1,120.348742,23.757547,38
斗六,雲林縣,70,細懸浮微粒,普通,2,0.26,63,32,36,20,3,4.3,0.9,1.1,34,"2024-12-01 12:00",,0.2,23.4,36,1,120.544994,23.711853,37
南投,南投縣,88,細懸浮微粒,普通,2.4,0.29,66,29,39,17,6,7.6,1.1,1.6,34,"2024-12-01 12:00",,0.3,30.5,46,2,120.685306,23.913,36
二林,彰化縣,126,細懸浮微粒,對敏感族群不健康,4.1,0.32,62,27,54,23,8,10,1.7,0.9,34,"2024-12-01 12:00",,0.4,45.1,71,2,120.409653,23.925175,35
線西,彰化縣,82,細懸浮微粒,普通,3.5,0.25,63,33,38,15,6,7.4,1.6,1.8,343,"2024-12-01 12:00",,0.3,28.1,48,2,120.469061,24.131672,34
彰化,彰化縣,82,細懸浮微粒,普通,2.6,0.3,68,35,34,23,7,8.4,1.5,0.9,33,"2024-12-01 12:00",,0.3,28.1,43,2,120.541519,24.066,33
西屯,臺中市,81,細懸浮微粒,普通,1.8,0.27,59,24,35,17,8,8.8,1.3,1,147,"2024-12-01 12:00",,0.4,27.8,45,1,120.616917,24.162197,32
忠明,臺中市,77,細懸浮微粒,普通,1.7,0.28,62,24,31,16,7,8.6,1.9,0.9,192,"2024-12-01 12:00",,0.5,26.1,41,1,120.641092,24.151958,31
大里,臺中市,87,細懸浮微粒,普通,2.4,0.36,65,27,39,23,7,8.5,1.7,1.1,271,"2024-12-01 12:00",,0.4,30.1,44,2,120.67844444,24.09961111,30
沙鹿,臺中市,83,細懸浮微粒,普通,2.1,0.3,24,11,45,19,6,6.7,0.7,0.9,303,"2024-12-01 12:00",,0.4,28.3,51,2,120.568794,24.225628,29
豐原,臺中市,53,細懸浮微粒,普通,3.1,0.3,59,35,32,12,,,,1.5,184,"2024-12-01 12:00",,0.2,16.4,25,2,120.74252414,24.25699731,28
三義,苗栗縣,56,細懸浮微粒,普通,1.6,0.24,58,41,22,11,4,5.4,1.5,2.4,182,"2024-12-01 12:00",,0.2,17.5,30,1,120.75956754,24.38248443,27
苗栗,苗栗縣,53,細懸浮微粒,普通,1.8,0.22,59,32,22,12,4,5.3,1.6,1.2,322,"2024-12-01 12:00",,0.2,16.3,27,1,120.82011468,24.56499183,26
頭份,苗栗縣,55,細懸浮微粒,普通,2.4,0.24,60,31,27,14,4,4.7,1.2,2.5,312,"2024-12-01 12:00",,0.2,17.1,28,2,120.89869286,24.69690679,25
新竹,新竹市,55,細懸浮微粒,普通,2,0.31,57,23,30,14,10,11.8,1.5,0.7,292,"2024-12-01 12:00",,0.3,17.2,30,1,120.97236752,24.8056356,24
竹東,新竹縣,55,細懸浮微粒,普通,1.2,0.26,53,28,27,10,4,5.1,0.8,1.1,11,"2024-12-01 12:00",,0.3,17.3,27,1,121.08895493,24.74091408,23
湖口,新竹縣,47,,良好,2.2,0.24,59,39,24,12,4,4.8,0.7,0.8,305,"2024-12-01 12:00",,0.2,14.5,29,2,121.03886894,24.90009696,22
龍潭,桃園市,59,細懸浮微粒,普通,1,0.28,50,32,26,17,5,6.6,1.2,1.6,357,"2024-12-01 12:00",,0.3,18.6,31,1,121.21645772,24.86400048,21
平鎮,桃園市,53,細懸浮微粒,普通,1.8,0.29,58,34,24,11,6,6.9,0.7,0.5,205,"2024-12-01 12:00",,0.3,16.5,29,1,121.203986,24.952786,20
